Code Article,Libelle Article,Code Descriptif Commercial,Libelle Descriptif Commecial,Ordre,Code Taches,Libelle Tache
RcG,Reconnaissance géotechnique,D00527,Intervention d'ingénieur géotechnicien ,5,TD00527,Intervention d'ingénieur géotechnicien 
RcGOA,Reconnaissance géotechnique°,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3,TD00528,Lithologie et Photos
RcGV,Reconnaissance géotechnique^,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,23,TD00528,Lithologie et Photos
RcG,Reconnaissance géotechnique,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,23,TD00528,Lithologie et Photos
NGV,Note géotechnique^,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3,TD00528,Lithologie et Photos
NG,Note géotechnique,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3,TD00528,Lithologie et Photos
ExGV,Examen géotechnique^,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3,TD00528,Lithologie et Photos
ExGB,Examen géotechnique,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3,TD00528,Lithologie et Photos
Dg.site-V,Diagnostic sur site^,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3,TD00528,Lithologie et Photos
Dg.site,Diagnostic sur site ,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3,TD00528,Lithologie et Photos
Av Géot-V,Avis géotechnique^,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3,TD00528,Lithologie et Photos
Av Géot,Avis géotechnique,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3,TD00528,Lithologie et Photos
An Géot ST,Analyse géotechnique de stabilité de talus,D00528,Levé précis des coupes lithologiques avec mention de toutes les observations utiles y/c reportage photographique ,3,TD00528,Lithologie et Photos
Av Géot,Avis géotechnique,D00529,Etablissement du rapport de l'Avis Géotechnique en trois exemplaires,4,TD00529-1,Rapport de l'Avis Géot
Av Géot-V,Avis géotechnique^,D00529,Etablissement du rapport de l'Avis Géotechnique en trois exemplaires,3,TD00529-1,Rapport de l'Avis Géot
RésElec,Mesure de résistivité électrique,D00530,Prélevement et échantillonnage pour essais de résistivité electrique,4,TD00530-1,P.E.R. pour résistivité electrique
VD,Vacations et déplacements ,D00531,Intervention d'ingénieur Expert,4,TD00531,Intervention d'ingénieur Expert
Dg.site-V,Diagnostic sur site^,D00531,Intervention d'ingénieur Expert,4,TD00531,Intervention d'ingénieur Expert
Dg.site,Diagnostic sur site ,D00531,Intervention d'ingénieur Expert,15,TD00531,Intervention d'ingénieur Expert
An Géot ST,Analyse géotechnique de stabilité de talus,D00531,Intervention d'ingénieur Expert,4,TD00531,Intervention d'ingénieur Expert
An Géot ST,Analyse géotechnique de stabilité de talus,D00532,Prélevement et échantillonage intact et/ou remanié pour analyse géotechnique de stabilité,3,TD00532-1,P.E.R. pour Analyse Géot de stabilité de talus
An Géot ST,Analyse géotechnique de stabilité de talus,D00533,Essais de laboratoire*,4,T00027,Oedométre.
An Géot ST,Analyse géotechnique de stabilité de talus,D00533,Essais de laboratoire*,4,TD00533-9,MV apparentes
An Géot ST,Analyse géotechnique de stabilité de talus,D00533,Essais de laboratoire*,4,T00003,Porosité des roches 
An Géot ST,Analyse géotechnique de stabilité de talus,D00533,Essais de laboratoire*,4,T00018,w% sol.
An Géot ST,Analyse géotechnique de stabilité de talus,D00533,Essais de laboratoire*,4,T00026,Cisaillement.
An Géot ST,Analyse géotechnique de stabilité de talus,D00533,Essais de laboratoire*,4,T00025,RC roche
An Géot ST,Analyse géotechnique de stabilité de talus,D00533,Essais de laboratoire*,4,T00002,Densité des roches
An Géot ST,Analyse géotechnique de stabilité de talus,D00533,Essais de laboratoire*,4,T00024,IP 
An Géot ST,Analyse géotechnique de stabilité de talus,D00533,Essais de laboratoire*,4,T00023,AG Sol.
An Géot ST,Analyse géotechnique de stabilité de talus,D00533,Essais de laboratoire*,4,T00001,Sédimento
An Géot ST,Analyse géotechnique de stabilité de talus,D00534,Etablissement de l'analyse géotechnique de stablité de talus avec recommandation en 03 exemplaires,5,TD00534-1,Rapport de l'Analyse Géot de stablité de talus
Chape,Essais sur chape,D00536,Prélevement et échantillonnage pour essais sur chape,1,TD00536-1,P.E.R. pour essai sur Chape
Chape,Essais sur chape,D00537,Essai de résistance à la compression de la chape,3,TD00537,RC chape
Chape,Essais sur chape,D00538,Essai d'identification de sable,2,TD00538,Id. sable
Chape,Essais sur chape,D00539,Etablissement du rapport d'essai sur chape en trois exemplaires,4,TD00539,Rapport d'essai sur chape 
ECNDA,Expertise non déstructive des assemblages soudés,D00541,Contrôle non destructif de surface des assemblages soudés par ressuage (ISO 12706),9,TD00541,CNDA par ressuage (ISO 12706)
CNDA,Contrôle non déstructif des assemblages soudés,D00541,Contrôle non destructif de surface des assemblages soudés par ressuage (ISO 12706),9,TD00541,CNDA par ressuage (ISO 12706)
ECND,Expertise non déstructive du méttal,D00542,Etablissement du rapport Expertise SM en 03 exemplaires,11,TD00542-1,Rapport Expertise SM
ECNDA,Expertise non déstructive des assemblages soudés,D00542,Etablissement du rapport Expertise SM en 03 exemplaires,11,TD00542-1,Rapport Expertise SM
Dg.site,Diagnostic sur site ,D00543,Réalisation des sondages de reconnaissance pour déterminer le mode de fondation retenu et les dimensions des semelles existantes,2,TD00543,Sondages de reconnaissance Bat
Dg.site,Diagnostic sur site ,D00544,Relevé de l’état et les anomalies observées par le biais d'un fissurimètre,4,TD00544,Relevé de l’état et les anomalies observées par le biais d'un fissurimètre
Dg.site,Diagnostic sur site ,D00545,Essai de carbonatation par le test phénophtaleine,9,TD00545,Carbonatation 
Dg.site,Diagnostic sur site ,D00546,Mesure du degré de potentiel de la corossion par le biais d'un corrosivimètre,10,TD00546,Degré de potentiel de la corossion
Pol.Site,Etude de pollution du site,D00547,Etablissement du rapport et évalutaion du degrés de contamination des sites et solutions de refection en trois exemplaires,7,TD00547,Rapport d'étude de pollution du site
Bet.spéc,Essais spéciaux sur béton,D00548,Auscultation dynamique d’un échantillonnage du béton.,2,TD00548,A Dynamique.
Dg.site,Diagnostic sur site ,D00549,Diagnostic des structures par un contrôle radio (Géo-radar) des différents profils existants,14,TD00549,A GéoRadar des profiles métalliques
Dg.site,Diagnostic sur site ,D00550,Intervention de Technicien chargé de l'expertise,16,TD00550,Intervention de Technicien chargé de l'expertise
VD,Vacations et déplacements ,D00550,Intervention de Technicien chargé de l'expertise,2,TD00550,Intervention de Technicien chargé de l'expertise
Dg.site-V,Diagnostic sur site^,D00550,Intervention de Technicien chargé de l'expertise,5,TD00550,Intervention de Technicien chargé de l'expertise
Dg.site,Diagnostic sur site ,D00551,Avis sur l'étanchièté mise en place,17,TD00551,Avis sur l'étanchièté mis en place
Dg.site,Diagnostic sur site ,D00552,Diagnostic des structures métalliques existantes et contrôle radio des soudures des différents profils existants,18,TD00552,Contrôle radio des soudures des profils métalliques
Dg.site-V,Diagnostic sur site^,D00553,Inventaire sur les anomalies et les désordres,11,TD00553,Inventaire sur les anomalies et les désordres
Dg.site,Diagnostic sur site ,D00553,Inventaire sur les anomalies et les désordres,19,TD00553,Inventaire sur les anomalies et les désordres
Dg.site,Diagnostic sur site ,D00554,"Analyse des documents techniques,et interprétations",20,TD00554,Analyse des documents techniques du diagnostic sur site
Dg.site,Diagnostic sur site ,D00555,Etablissement de la synthése de diagnostic sur site en trois exemplaires,28,TD00555,synthèse de diagnostic sur site
Dg.site-V,Diagnostic sur site^,D00555,Etablissement de la synthése de diagnostic sur site en trois exemplaires,15,TD00555,synthèse de diagnostic sur site
Dg.site-V,Diagnostic sur site^,D00556,Réalisation des sondages de reconnaissance pour déterminer la structure de la chaussée existantes,2,TD00556,Sondages de reconnaissance VRD
LabOA,Essais de laboratoire°,D00728,Essai d'équivalent sable.,5,TD00413,ES à 10% 
LabV,Essais de laboratoire^,D00728,Essai d'équivalent sable.,17,TD00413,ES à 10% 
Dg.site-V,Diagnostic sur site^,D00558,Essai d'extraction du revêtement superficiel en bicouche,7,TD00558,Extraction du revêtement superficiel en bicouche
RcGOA,Reconnaissance géotechnique°,D00559,Mesure de la densité au gamma densitomètre ,23,TD00559,CC gamma
RcGV,Reconnaissance géotechnique^,D00559,Mesure de la densité au gamma densitomètre ,27,TD00559,CC gamma
Pol.Site,Etude de pollution du site,D00561,Analyse physico-chimique des sols et déchets ,6,TD00561-1,Humidité sol.
Pol.Site,Etude de pollution du site,D00561,Analyse physico-chimique des sols et déchets ,6,TD00561-2,Conductivité électrique..
Pol.Site,Etude de pollution du site,D00561,Analyse physico-chimique des sols et déchets ,6,TD00561-3,Test PH
Pol.Site,Etude de pollution du site,D00561,Analyse physico-chimique des sols et déchets ,6,TD00561-4,Huiles et graisses.
Pol.Site,Etude de pollution du site,D00561,Analyse physico-chimique des sols et déchets ,6,T00040,Métaux 
Pol.Site,Etude de pollution du site,D00561,Analyse physico-chimique des sols et déchets ,6,T00041,Hydrocarbures
Pol.Site,Etude de pollution du site,D00561,Analyse physico-chimique des sols et déchets ,6,T00019,Teneur MO
Pol.Site,Etude de pollution du site,D00561,Analyse physico-chimique des sols et déchets ,6,T00042,Sulfates 
ExGB,Examen géotechnique,D00562,Prélevement et échantillonage intact et/ou remanié pour essais d'examen,3,TD00562-1,P.E.R. pour Examen Géot
RcGOA,Reconnaissance géotechnique°,D00563,Essai DOWN HOLE,20,TD00563,Down Hole
RcGOA,Reconnaissance géotechnique°,D00564,Prélevement et échantillonage intact et/ou remanié pour essais de reconnaissance°,27,TD00564-1,P.E.R. pour Reconnaissance Géot°
RcGV,Reconnaissance géotechnique^,D00565,Installation par sondage carotté,2,TD00565,Installation par sondage carotté
RcG,Reconnaissance géotechnique,D00565,Installation par sondage carotté,2,TD00565,Installation par sondage carotté
RcGOA,Reconnaissance géotechnique°,D00565,Installation par sondage carotté,2,TD00565,Installation par sondage carotté
RcG,Reconnaissance géotechnique,D00566,Implantation et suivi des travaux de reconnaissance,3,TD00566,Implantation et Suivie de Reconnaissance Géot
RcGOA,Reconnaissance géotechnique°,D00566,Implantation et suivi des travaux de reconnaissance,3,TD00566,Implantation et Suivie de Reconnaissance Géot
RcGV,Reconnaissance géotechnique^,D00566,Implantation et suivi des travaux de reconnaissance,3,TD00566,Implantation et Suivie de Reconnaissance Géot
RcGéop,Reconnaissance géophysique,D00567,Intervention de Technicien de reconnaissance,10,TD00567,Intervention de Technicien de reconnaissance
VD,Vacations et déplacements ,D00567,Intervention de Technicien de reconnaissance,1,TD00567,Intervention de Technicien de reconnaissance
NGV,Note géotechnique^,D00567,Intervention de Technicien de reconnaissance,1,TD00567,Intervention de Technicien de reconnaissance
NG,Note géotechnique,D00567,Intervention de Technicien de reconnaissance,1,TD00567,Intervention de Technicien de reconnaissance
RcGOA,Reconnaissance géotechnique°,D00567,Intervention de Technicien de reconnaissance,4,TD00567,Intervention de Technicien de reconnaissance
RcGV,Reconnaissance géotechnique^,D00567,Intervention de Technicien de reconnaissance,4,TD00567,Intervention de Technicien de reconnaissance
RcG,Reconnaissance géotechnique,D00567,Intervention de Technicien de reconnaissance,4,TD00567,Intervention de Technicien de reconnaissance
RcG,Reconnaissance géotechnique,D00568,Réalisation des sondages carottés ,6,TD00568,Sondages Carottés
RcGOA,Reconnaissance géotechnique°,D00568,Réalisation des sondages carottés ,6,TD00568,Sondages Carottés
RcGV,Reconnaissance géotechnique^,D00568,Réalisation des sondages carottés ,6,TD00568,Sondages Carottés
RcGOA,Reconnaissance géotechnique°,D00569,Réalisation de sondages à la pelle mécanique ,7,TD00569,Sondages à la pelle mécanique 
RcGV,Reconnaissance géotechnique^,D00569,Réalisation de sondages à la pelle mécanique ,7,TD00569,Sondages à la pelle mécanique 
RcG,Reconnaissance géotechnique,D00569,Réalisation de sondages à la pelle mécanique ,7,TD00569,Sondages à la pelle mécanique 
RcGOA,Reconnaissance géotechnique°,D00570,Réalisation des sondages manuels de 1.5 à 2m de profondeur,8,TD00570,Sondages manuels de 1.5 à 2m de profondeur
RcG,Reconnaissance géotechnique,D00571,Réalisation des sondages à ciel ouvert jusqu'au bon sol,9,TD00571,Sondages à ciel ouvert jusqu'au bon sol
RcGOA,Reconnaissance géotechnique°,D00571,Réalisation des sondages à ciel ouvert jusqu'au bon sol,9,TD00571,Sondages à ciel ouvert jusqu'au bon sol
RcGV,Reconnaissance géotechnique^,D00571,Réalisation des sondages à ciel ouvert jusqu'au bon sol,9,TD00571,Sondages à ciel ouvert jusqu'au bon sol
RcG,Reconnaissance géotechnique,D00572,Réalisation des sondages pour la reconnaissance de l'emprise des voiries  (1 à 2m de profondeur),10,TD00572,Sondages manuels pour la reconnaissance de l'emprise des voiries  (1 à 2m de profondeur)
RcGOA,Reconnaissance géotechnique°,D00572,Réalisation des sondages pour la reconnaissance de l'emprise des voiries  (1 à 2m de profondeur),10,TD00572,Sondages manuels pour la reconnaissance de l'emprise des voiries  (1 à 2m de profondeur)
RcGV,Reconnaissance géotechnique^,D00572,Réalisation des sondages pour la reconnaissance de l'emprise des voiries  (1 à 2m de profondeur),10,TD00572,Sondages manuels pour la reconnaissance de l'emprise des voiries  (1 à 2m de profondeur)
RcGOA,Reconnaissance géotechnique°,D00573,Réalisation des sondages manuels en terrain ordinaire,11,TD00573,Sondages manuels en terrain ordinaire
RcGV,Reconnaissance géotechnique^,D00573,Réalisation des sondages manuels en terrain ordinaire,11,TD00573,Sondages manuels en terrain ordinaire
RcG,Reconnaissance géotechnique,D00573,Réalisation des sondages manuels en terrain ordinaire,11,TD00573,Sondages manuels en terrain ordinaire
RcGOA,Reconnaissance géotechnique°,D00574,Réalisation des sondages manuels en terrain ROCHEUX,12,TD00574,Sondages manuels en terrain ROCHEUX
RcGV,Reconnaissance géotechnique^,D00574,Réalisation des sondages manuels en terrain ROCHEUX,12,TD00574,Sondages manuels en terrain ROCHEUX
RcG,Reconnaissance géotechnique,D00574,Réalisation des sondages manuels en terrain ROCHEUX,12,TD00574,Sondages manuels en terrain ROCHEUX
RcG,Reconnaissance géotechnique,D00575,Réalisation des sondages destructifs (Pressiomètrique),13,TD00575,Sondages destructifs (Pressiomètrique)
RcGOA,Reconnaissance géotechnique°,D00575,Réalisation des sondages destructifs (Pressiomètrique),13,TD00575,Sondages destructifs (Pressiomètrique)
RcGV,Reconnaissance géotechnique^,D00575,Réalisation des sondages destructifs (Pressiomètrique),13,TD00575,Sondages destructifs (Pressiomètrique)
